Epoch,Train_Loss,Val_Loss,mAP_50_95,mAP_50,LR
1,499.1291,727.908,0.0001,0.0004,4.579781854260965e-06
2,57.3435,102.7256,0.003,0.0066,6.32727653883138e-06
3,30.0984,25.3241,0.1011,0.2019,9.199504657284973e-06
