Epoch,Train_Loss,Val_Loss,mAP_50_95,mAP_50,LR
1,299.2853,97.3223,0.0012,0.0029,6.324796747479071e-06
2,28.9779,16.6553,0.2273,0.4491,1.3121005539044075e-05
