Epoch,Train_Loss,Val_Loss,mAP_50_95,mAP_50,LR
1,455.7061,252.7814,0.0,0.0,5.215947697450094e-06
2,32.9745,18.8188,0.233,0.4549,1.400193082373917e-05
3,22.3979,12.2905,0.417,0.8228,2.600334419513183e-05
